input_hex,input_dec,output_hex,output_dec
0x0357,855,0xE835,59445
0x0358,856,0x0770,1904
0x0359,857,0x7F80,32640
0x035A,858,0xB975,47477
0x035B,859,0x8ECA,36554
0x035C,860,0x97C2,38850
0x035D,861,0xA11A,41242
0x035E,862,0x0572,1394
0x035F,863,0x7043,28739
0x0360,864,0x8EDB,36571
0x0361,865,0x9ADE,39646
0x0362,866,0x2103,8451
0x0363,867,0x3AA3,15011
0x0364,868,0x4EF5,20213
0x0365,869,0x5959,22873
0x0366,870,0x3B5D,15197
0x0367,871,0xA2E6,41702
0x0368,872,0x9119,37145
0x0369,873,0x841D,33821
0x036A,874,0x44BB,17595
0x036B,875,0x1537,5431
0x036C,876,0xEEDD,61149
0x036D,877,0x4D6F,19823
0x036E,878,0x8D63,36195
0x036F,879,0xCF9A,53146
0x0370,880,0xBB00,47872
0x0371,881,0xFB51,64337
0x0372,882,0xA039,41017
0x0373,883,0x64EC,25836
0x0374,884,0x4646,17990
0x0375,885,0xA9B8,43448
0x0376,886,0x8D05,36101
0x0377,887,0x039A,922
0x0378,888,0x3DA4,15780
0x0379,889,0xA921,43297
0x037A,890,0x90D4,37076
0x037B,891,0xE718,59160
0x037C,892,0xA04E,41038
0x037D,893,0x9955,39253
0x037E,894,0x09A3,2467
0x037F,895,0xC3D2,50130
0x0380,896,0x4631,17969
0x0381,897,0xC76D,51053
0x0382,898,0x519D,20893
0x0383,899,0x14FA,5370
0x0384,900,0x23DC,9180
0x0385,901,0x67EF,26607
0x0386,902,0xD43A,54330
0x0387,903,0x86B5,34485
0x0388,904,0xC851,51281
0x0389,905,0x8967,35175
0x038A,906,0x1FA4,8100
0x038B,907,0x3232,12850
0x038C,908,0x7698,30360
0x038D,909,0x63FA,25594
0x038E,910,0x5603,22019
0x038F,911,0x4A3D,19005
0x0390,912,0x5702,22274
0x0391,913,0xC7D6,51158
0x0392,914,0xFB40,64320
0x0393,915,0x4CD5,19669
0x0394,916,0x77CC,30668
0x0395,917,0xD22D,53805
0x0396,918,0xAD9E,44446
0x0397,919,0x87C3,34755
0x0398,920,0x7F6E,32622
0x0399,921,0x8B12,35602
0x039A,922,0x5353,21331
0x039B,923,0x4567,17767
0x039C,924,0x77BB,30651
0x039D,925,0xD490,54416
0x039E,926,0x4FC7,20423
0x039F,927,0x379D,14237
0x03A0,928,0x2CE0,11488
0x03A1,929,0x6446,25670
0x03A2,930,0x9DBF,40383
0x03A3,931,0xD67C,54908
0x03A4,932,0xB038,45112
0x03A5,933,0xA2C4,41668
0x03A6,934,0xD42B,54315
0x03A7,935,0x1C3E,7230
0x03A8,936,0xB4F0,46320
0x03A9,937,0x4E4E,20046
0x03AA,938,0x5360,21344
0x03AB,939,0x7AC1,31425
0x03AC,940,0x0FA5,4005
0x03AD,941,0x7D93,32147
0x03AE,942,0x44AA,17578
0x03AF,943,0x28B1,10417
0x03B0,944,0x4037,16439
0x03B1,945,0x2A4C,10828
0x03B2,946,0xFCA9,64681
0x03B3,947,0x1067,4199
0x03B4,948,0xAA99,43673
0x03B5,949,0xD5A2,54690
0x03B6,950,0x8E35,36405
0x03B7,951,0x639C,25500
0x03B8,952,0x9494,38036
0x03B9,953,0x0527,1319
0x03BA,954,0xC8BF,51391
0x03BB,955,0x059C,1436
0x03BC,956,0xF5E4,62948
0x03BD,957,0x852F,34095
0x03BE,958,0x98AB,39083
0x03BF,959,0xC02E,49198
0x03C0,960,0xD926,55590
0x03C1,961,0x63D8,25560
0x03C2,962,0x24F9,9465
0x03C3,963,0x2013,8211
0x03C4,964,0xBC9E,48286
0x03C5,965,0xDF75,57205
0x03C6,966,0x6350,25424
0x03C7,967,0x2BC5,11205
0x03C8,968,0x6521,25889
0x03C9,969,0xD71B,55067
0x03CA,970,0xF1A4,61860
0x03CB,971,0xCFDE,53214
0x03CC,972,0xA16D,41325
0x03CD,973,0x4FC7,20423
0x03CE,974,0xE5C7,58823
0x03CF,975,0x9F9F,40863
0x03D0,976,0xBDAC,48556
0x03D1,977,0x8A75,35445
0x03D2,978,0x4325,17189
0x03D3,979,0x8901,35073
0x03D4,980,0x2D87,11655
0x03D5,981,0x3CD2,15570
0x03D6,982,0x0275,629
0x03D7,983,0x2345,9029
0x03D8,984,0xDE12,56850
0x03D9,985,0x4F92,20370
0x03DA,986,0x9F71,40817
0x03DB,987,0x359F,13727
0x03DC,988,0xF27A,62074
0x03DD,989,0x7513,29971
0x03DE,990,0x5757,22359
0x03DF,991,0x3012,12306
0x03E0,992,0x28C6,10438
0x03E1,993,0x6152,24914
0x03E2,994,0x45BA,17850
0x03E3,995,0xCF74,53108
0x03E4,996,0xE0D3,57555
0x03E5,997,0x486A,18538
0x03E6,998,0x8F61,36705
0x03E7,999,0xCB9E,52126
0x03E8,1000,0x258F,9615
0x03E9,1001,0xCEB9,52921
0x03EA,1002,0x41FA,16890
0x03EB,1003,0xC20E,49678
0x03EC,1004,0x5C81,23681
0x03ED,1005,0xD9D9,55769
0x03EE,1006,0x3AA3,15011
0x03EF,1007,0x480C,18444
0x03F0,1008,0x1980,6528
0x03F1,1009,0x805D,32861
0x03F2,1010,0x87A5,34725
0x03F3,1011,0x619E,24990
0x03F4,1012,0x7052,28754
0x03F5,1013,0xFF33,65331
0x03F6,1014,0x62C8,25288
0x03F7,1015,0x7403,29699
0x03F8,1016,0xD836,55350
0x03F9,1017,0x4613,17939
0x03FA,1018,0x0198,408
0x03FB,1019,0xD2F0,54000
0x03FC,1020,0xB4B4,46260
0x03FD,1021,0xC941,51521
0x03FE,1022,0xD836,55350
0x03FF,1023,0x00CC,204
0x0400,1024,0x0EE0,3808
0x0401,1025,0x6DC7,28103
0x0402,1026,0x970E,38670
0x0403,1027,0x7896,30870
0x0404,1028,0xDDDD,56797
0x0405,1029,0xE73A,59194
0x0406,1030,0xA4E0,42208
0x0407,1031,0x3AA3,15011
0x0408,1032,0x1D2E,7470
0x0409,1033,0x24CA,9418
0x040A,1034,0x0022,34
0x040B,1035,0x8B74,35700
0x040C,1036,0x3928,14632
0x040D,1037,0xCCAA,52394
0x040E,1038,0xB71D,46877
0x040F,1039,0x618F,24975
0x0410,1040,0x1DB7,7607
0x0411,1041,0x5140,20800
0x0412,1042,0x2992,10642
0x0413,1043,0x1A29,6697
0x0414,1044,0x73AE,29614
0x0415,1045,0x5252,21074
0x0416,1046,0xAA66,43622
0x0417,1047,0xF384,62340
0x0418,1048,0x48F3,18675
0x0419,1049,0x4A2C,18988
0x041A,1050,0x25DA,9690
0x041B,1051,0xD058,53336
0x041C,1052,0xE62A,58922
0x041D,1053,0x439E,17310
0x041E,1054,0x30DE,12510
0x041F,1055,0x9DC8,40392
0x0420,1056,0xB586,46470
0x0421,1057,0x6DB0,28080
0x0422,1058,0x6475,25717
0x0423,1059,0xEB41,60225
0x0424,1060,0xC88C,51340
0x0425,1061,0xC8AE,51374
0x0426,1062,0x9898,39064
0x0427,1063,0xE3A7,58279
0x0428,1064,0xCFDE,53214
0x0429,1065,0x45BA,17850
0x042A,1066,0x5162,20834
0x042B,1067,0x8190,33168
0x042C,1068,0x3F95,16277
0x042D,1069,0xC32D,49965
0x042E,1070,0x3311,13073
0x042F,1071,0xE32F,58159
0x0430,1072,0x759B,30107
0x0431,1073,0xD841,55361
0x0432,1074,0x7CD6,31958
0x0433,1075,0x709E,28830
0x0434,1076,0x3553,13651
0x0435,1077,0xDD66,56678
0x0436,1078,0xACBD,44221
0x0437,1079,0x2E2E,11822
0x0438,1080,0x7887,30855
0x0439,1081,0xB7F3,47091
0x043A,1082,0x7205,29189
0x043B,1083,0x4F29,20265
0x043C,1084,0x249F,9375
0x043D,1085,0x6BC1,27585
0x043E,1086,0x3254,12884
0x043F,1087,0x8901,35073
0x0440,1088,0x5454,21588
0x0441,1089,0x5014,20500
0x0442,1090,0x6AE2,27362
0x0443,1091,0xC059,49241
0x0444,1092,0x1A0B,6667
0x0445,1093,0xC89D,51357
0x0446,1094,0x294F,10575
0x0447,1095,0x7351,29521
0x0448,1096,0x1032,4146
0x0449,1097,0xBD71,48497
0x044A,1098,0x7D28,32040
0x044B,1099,0xB2F6,45814
0x044C,1100,0xB685,46725
0x044D,1101,0xA5E1,42465
0x044E,1102,0xB5F1,46577
0x044F,1103,0x619E,24990
0x0450,1104,0x3E1C,15900
0x0451,1105,0xC6C6,50886
0x0452,1106,0xCE02,52738
0x0453,1107,0xA5B4,42420
0x0454,1108,0x45EF,17903
0x0455,1109,0x24F9,9465
0x0456,1110,0x2DA5,11685
0x0457,1111,0x9C05,39941
0x0458,1112,0xFBC8,64456
0x0459,1113,0xBF51,48977
0x045A,1114,0x759B,30107
0x045B,1115,0x6431,25649
0x045C,1116,0xE7F6,59382
0x045D,1117,0x4C7F,19583
0x045E,1118,0xD728,55080
0x045F,1119,0x9779,38777
0x0460,1120,0x2C97,11415
0x0461,1121,0xC10D,49421
0x0462,1122,0xFCFC,64764
0x0463,1123,0x20CE,8398
0x0464,1124,0xF861,63585
0x0465,1125,0x6A7B,27259
0x0466,1126,0x53DB,21467
0x0467,1127,0x6B3E,27454
0x0468,1128,0x75DF,30175
0x0469,1129,0x4EC6,20166
0x046A,1130,0x7654,30292
0x046B,1131,0x6402,25602
0x046C,1132,0x84C0,33984
0x046D,1133,0x738C,29580
0x046E,1134,0x192A,6442
0x046F,1135,0x53E8,21480
0x0470,1136,0xA138,41272
0x0471,1137,0xE00E,57358
0x0472,1138,0xF7B3,63411
0x0473,1139,0x6767,26471
0x0474,1140,0x942F,37935
0x0475,1141,0x9EAD,40621
0x0476,1142,0x15BF,5567
0x0477,1143,0xE7F6,59382
0x0478,1144,0xEBC9,60361
0x0479,1145,0x65CF,26063
0x047A,1146,0x1A7C,6780
0x047B,1147,0x7968,31080
0x047C,1148,0x5DA2,23970
0x047D,1149,0x2301,8961
0x047E,1150,0xDD00,56576
0x047F,1151,0xA8CE,43214
0x0480,1152,0xB0D6,45270
0x0481,1153,0x648A,25738
0x0482,1154,0x6512,25874
0x0483,1155,0x7986,31110
0x0484,1156,0x8899,34969
0x0485,1157,0x583E,22590
0x0486,1158,0xBAEF,47855
0x0487,1159,0x8D9C,36252
0x0488,1160,0x1302,4866
0x0489,1161,0xCA60,51808
0x048A,1162,0x6AF3,27379
0x048B,1163,0x6644,26180
0x048C,1164,0xC8C8,51400
0x048D,1165,0xF618,63000
0x048E,1166,0xCD23,52515
0x048F,1167,0x6C5F,27743
0x0490,1168,0x0077,119
0x0491,1169,0xB1D7,45527
0x0492,1170,0x6996,27030
0x0493,1171,0xD4F6,54518
0x0494,1172,0x7513,29971
0x0495,1173,0x825F,33375
0x0496,1174,0x496B,18795
0x0497,1175,0x9C36,39990
0x0498,1176,0xE0B5,57525
0x0499,1177,0x5DB3,23987
0x049A,1178,0x7AA7,31399
0x049B,1179,0x55CC,21964
0x049C,1180,0x7C0B,31755
0x049D,1181,0xB8B8,47288
0x049E,1182,0xB1D7,45527
0x049F,1183,0xB7A6,47014
0x04A0,1184,0x409D,16541
0x04A1,1185,0xD12E,53550
0x04A2,1186,0x4073,16499
0x04A3,1187,0x9D26,40230
0x04A4,1188,0xCA60,51808
0x04A5,1189,0xAA77,43639
0x04A6,1190,0xB99B,47515
0x04A7,1191,0x98FE,39166
0x04A8,1192,0x5C6F,23663
0x04A9,1193,0x0145,325
0x04AA,1194,0x7968,31080
0x04AB,1195,0xE14B,57675
0x04AC,1196,0x88CC,35020
0x04AD,1197,0xE680,59008
0x04AE,1198,0x9393,37779
0x04AF,1199,0xDF64,57188
0x04B0,1200,0xDD22,56610
0x04B1,1201,0x4C6E,19566
0x04B2,1202,0xFE23,65059
0x04B3,1203,0x5DC4,24004
0x04B4,1204,0xEC31,60465
0x04B5,1205,0x8E24,36388
0x04B6,1206,0x3704,14084
0x04B7,1207,0x7F91,32657
0x04B8,1208,0x1A38,6712
0x04B9,1209,0x0990,2448
0x04BA,1210,0xE0B5,57525
0x04BB,1211,0xD3C2,54210
0x04BC,1212,0xA930,43312
0x04BD,1213,0x2064,8292
0x04BE,1214,0x73AE,29614
0x04BF,1215,0x7676,30326
0x04C0,1216,0x31DF,12767
0x04C1,1217,0x8A46,35398
0x04C2,1218,0xCF9A,53146
0x04C3,1219,0x6D7C,28028
0x04C4,1220,0xC3F0,50160
0x04C5,1221,0xC729,50985
0x04C6,1222,0xBE05,48645
0x04C7,1223,0xC13E,49470
0x04C8,1224,0x0606,1542
0x04C9,1225,0xDD66,56678
0x04CA,1226,0xA4D3,42195
0x04CB,1227,0xBA89,47753
0x04CC,1228,0x1F3D,7997
0x04CD,1229,0x14BE,5310
0x04CE,1230,0xA291,41617
0x04CF,1231,0x07E9,2025
0x04D0,1232,0x2C4A,11338
0x04D1,1233,0x5FB1,24497
0x04D2,1234,0x7FC4,32708
0x04D3,1235,0x1FB5,8117
0x04D4,1236,0xEAC8,60104
0x04D5,1237,0xD940,55616
0x04D6,1238,0x03FC,1020
0x04D7,1239,0x2064,8292
0x04D8,1240,0xE55E,58718
0x04D9,1241,0x5D5D,23901
0x04DA,1242,0x00CC,204
0x04DB,1243,0xD25A,53850
0x04DC,1244,0x54FE,21758
0x04DD,1245,0x9DEA,40426
0x04DE,1246,0x924F,37455
0x04DF,1247,0x8019,32793
0x04E0,1248,0x1D48,7496
0x04E1,1249,0xE7F6,59382
0x04E2,1250,0xFCDE,64734
0x04E3,1251,0xAB98,43928
0x04E4,1252,0x0044,68
0x04E5,1253,0xCE31,52785
0x04E6,1254,0xF23E,62014
0x04E7,1255,0x52E9,21225
0x04E8,1256,0xDB35,56117
0x04E9,1257,0x804C,32844
0x04EA,1258,0xF7F7,63479
0x04EB,1259,0x2DA5,11685
0x04EC,1260,0xC059,49241
0x04ED,1261,0x47A9,18345
0x04EE,1262,0x41C9,16841
0x04EF,1263,0xD287,53895
0x04F0,1264,0x684A,26698
0x04F1,1265,0x79D3,31187
0x04F2,1266,0x37FB,14331
0x04F3,1267,0x4B3C,19260
0x04F4,1268,0xDE21,56865
0x04F5,1269,0x4DF6,19958
0x04F6,1270,0x4AC2,19138
0x04F7,1271,0x61AD,25005
0x04F8,1272,0xE583,58755
0x04F9,1273,0x52DA,21210
0x04FA,1274,0x74A9,29865
0x04FB,1275,0xA5A5,42405
0x04FC,1276,0x6978,27000
0x04FD,1277,0xA99A,43418
0x04FE,1278,0x6431,25649
0x04FF,1279,0xAE40,44608
0x0500,1280,0x1045,4165
0x0501,1281,0xEB9C,60316
0x0502,1282,0x1100,4352
0x0503,1283,0x84B7,33975
0x0504,1284,0x3AE7,15079
0x0505,1285,0x5555,21845
0x0506,1286,0x3DA4,15780
0x0507,1287,0x0EE0,3808
0x0508,1288,0xDEFC,57084
0x0509,1289,0x0D3E,3390
0x050A,1290,0x936C,37740
0x050B,1291,0xBFAE,49070
0x050C,1292,0x1ED2,7890
0x050D,1293,0xF57D,62845
0x050E,1294,0xCDEF,52719
0x050F,1295,0x7F2A,32554
0x0510,1296,0x870F,34575
0x0511,1297,0xDC89,56457
0x0512,1298,0xF56C,62828
0x0513,1299,0xB469,46185
0x0514,1300,0x2525,9509
0x0515,1301,0x7FC4,32708
0x0516,1302,0xA42C,42028
0x0517,1303,0x66AA,26282
0x0518,1304,0xBD71,48497
0x0519,1305,0x9C72,40050
0x051A,1306,0xBEC9,48841
0x051B,1307,0xD42B,54315
0x051C,1308,0xF825,63525
0x051D,1309,0x6754,26452
0x051E,1310,0xD77D,55165
0x051F,1311,0xD3A4,54180
0x0520,1312,0x40AE,16558
0x0521,1313,0x26EA,9962
0x0522,1314,0x2F85,12165
0x0523,1315,0x4D6F,19823
0x0524,1316,0xD915,55573
0x0525,1317,0x1B6C,7020
0x0526,1318,0xDE30,56880
0x0527,1319,0x7F7F,32639
0x0528,1320,0x926D,37485
0x0529,1321,0xCABD,51901
0x052A,1322,0xDB9F,56223
0x052B,1323,0xDC10,56336
0x052C,1324,0x8293,33427
0x052D,1325,0x77DD,30685
0x052E,1326,0x468A,18058
0x052F,1327,0x06DB,1755
0x0530,1328,0x6BA7,27559
0x0531,1329,0xDBCA,56266
0x0532,1330,0xCB25,52005
0x0533,1331,0xF45E,62558
0x0534,1332,0x9E70,40560
0x0535,1333,0x85E3,34275
0x0536,1334,0x3535,13621
0x0537,1335,0xD591,54673
0x0538,1336,0xC67D,50813
0x0539,1337,0xC639,50745
0x053A,1338,0xAB32,43826
0x053B,1339,0xB1A0,45472
0x053C,1340,0x258F,9615
0x053D,1341,0x5D7F,23935
0x053E,1342,0xB092,45202
0x053F,1343,0x83B0,33712
0x0540,1344,0x96D2,38610
0x0541,1345,0x9494,38036
0x0542,1346,0x68A4,26788
0x0543,1347,0xCF21,53025
0x0544,1348,0xBD17,48407
0x0545,1349,0xFF11,65297
0x0546,1350,0x23AB,9131
0x0547,1351,0x1ED2,7890
0x0548,1352,0x3AF6,15094
0x0549,1353,0x20FD,8445
0x054A,1354,0xFE76,65142
0x054B,1355,0x278D,10125
0x054C,1356,0xE03D,57405
0x054D,1357,0xA965,43365
0x054E,1358,0xDA25,55845
0x054F,1359,0x5B86,23430
0x0550,1360,0x2828,10280
0x0551,1361,0x493E,18750
0x0552,1362,0xE169,57705
0x0553,1363,0xB5D3,46547
0x0554,1364,0xAA44,43588
0x0555,1365,0xF45E,62558
0x0556,1366,0x5498,21656
0x0557,1367,0x8866,34918
0x0558,1368,0xC07B,49275
0x0559,1369,0x6053,24659
0x055A,1370,0x1CB6,7350
0x055B,1371,0xF3E2,62434
0x055C,1372,0x06CA,1738
0x055D,1373,0xD1A6,53670
0x055E,1374,0x59E2,23010
0x055F,1375,0x619E,24990
0x0560,1376,0xEC20,60448
0x0561,1377,0x6CD7,27863
0x0562,1378,0xE2A6,58022
0x0563,1379,0xD1D1,53713
0x0564,1380,0xE26A,57962
0x0565,1381,0xF438,62520
0x0566,1382,0xDC89,56457
0x0567,1383,0x62EA,25322
0x0568,1384,0x1661,5729
0x0569,1385,0x2389,9097
0x056A,1386,0xB6D0,46800
0x056B,1387,0xA486,42118
0x056C,1388,0xDD22,56610
0x056D,1389,0x3F7B,16251
0x056E,1390,0x2D5A,11610
0x056F,1391,0x0B92,2962
0x0570,1392,0x43CB,17355
0x0571,1393,0xAF36,44854
0x0572,1394,0xBFBF,49087
0x0573,1395,0x486A,18538
0x0574,1396,0xD01C,53276
0x0575,1397,0x694B,26955
0x0576,1398,0x8ECA,36554
0x0577,1399,0x50FA,20730
0x0578,1400,0x369C,13980
0x0579,1401,0x937D,37757
0x057A,1402,0x682C,26668
0x057B,1403,0xA99A,43418
0x057C,1404,0x97E0,38880
0x057D,1405,0x24DB,9435
0x057E,1406,0x99FF,39423
0x057F,1407,0x20FD,8445
0x0580,1408,0x4703,18179
0x0581,1409,0x99AA,39338
0x0582,1410,0xBA45,47685
0x0583,1411,0x4A68,19048
0x0584,1412,0x6655,26197
0x0585,1413,0x57DF,22495
0x0586,1414,0xAF41,44865
0x0587,1415,0x48E2,18658
0x0588,1416,0xBBEE,48110
0x0589,1417,0x78C3,30915
0x058A,1418,0x64DF,25823
0x058B,1419,0x31FD,12797
0x058C,1420,0xF44F,62543
0x058D,1421,0x4949,18761
0x058E,1422,0xFE32,65074
0x058F,1423,0x1C6B,7275
0x0590,1424,0xA291,41617
0x0591,1425,0xF4B0,62640
0x0592,1426,0xEE55,61013
0x0593,1427,0x7788,30600
0x0594,1428,0xC873,51315
0x0595,1429,0xAD34,44340
0x0596,1430,0xB812,47122
0x0597,1431,0x73AE,29614
0x0598,1432,0xE608,58888
0x0599,1433,0x0FA5,4005
0x059A,1434,0x35AC,13740
0x059B,1435,0xFB8C,64396
0x059C,1436,0xCACA,51914
0x059D,1437,0x5713,22291
0x059E,1438,0x971F,38687
0x059F,1439,0x5C6F,23663
0x05A0,1440,0xB649,46665
0x05A1,1441,0x1DA6,7590
0x05A2,1442,0xED9A,60826
0x05A3,1443,0xD8EB,55531
0x05A4,1444,0xC61B,50715
0x05A5,1445,0xDF75,57205
0x05A6,1446,0x5D6E,23918
0x05A7,1447,0xEBAF,60335
0x05A8,1448,0x8866,34918
0x05A9,1449,0xE02C,57388
0x05AA,1450,0xD386,54150
0x05AB,1451,0x0572,1394
0x05AC,1452,0xE9DA,59866
0x05AD,1453,0xB60D,46605
0x05AE,1454,0x64DF,25823
0x05AF,1455,0x9C9C,40092
0x05B0,1456,0x2662,9826
0x05B1,1457,0xC639,50745
0x05B2,1458,0x3300,13056
0x05B3,1459,0xD06B,53355
0x05B4,1460,0x4C19,19481
0x05B5,1461,0x7E6F,32367
0x05B6,1462,0x97B5,38837
0x05B7,1463,0x63AF,25519
0x05B8,1464,0x32AB,12971
0x05B9,1465,0xC52B,50475
0x05BA,1466,0xEB63,60259
0x05BB,1467,0x05AF,1455
0x05BC,1468,0xF98E,63886
0x05BD,1469,0x4FD6,20438
0x05BE,1470,0xCDCD,52685
0x05BF,1471,0xE75C,59228
0x05C0,1472,0xD01C,53276
0x05C1,1473,0xE13C,57660
0x05C2,1474,0xEA04,59908
0x05C3,1475,0x7623,30243
0x05C4,1476,0xFA14,64020
0x05C5,1477,0xC55C,50524
0x05C6,1478,0xA55A,42330
0x05C7,1479,0xD66D,54893
0x05C8,1480,0xBACD,47821
0x05C9,1481,0xA3A3,41891
0x05CA,1482,0x3355,13141
0x05CB,1483,0xEAC8,60104
0x05CC,1484,0xEB41,60225
0x05CD,1485,0x5647,22087
0x05CE,1486,0x5612,22034
0x05CF,1487,0x9FAC,40876
0x05D0,1488,0x0220,544
0x05D1,1489,0x7F19,32537
0x05D2,1490,0xAD07,44295
0x05D3,1491,0x71AC,29100
0x05D4,1492,0xC059,49241
0x05D5,1493,0x5B2C,23340
0x05D6,1494,0xAC42,44098
0x05D7,1495,0x45BA,17850
0x05D8,1496,0xC4C4,50372
0x05D9,1497,0x2AF7,10999
0x05DA,1498,0x1B5F,7007
0x05DB,1499,0x586B,22635
0x05DC,1500,0xFD13,64787
0x05DD,1501,0x2F7A,12154
0x05DE,1502,0x915D,37213
0x05DF,1503,0x33DD,13277
0x05E0,1504,0x9ADE,39646
0x05E1,1505,0x41EB,16875
0x05E2,1506,0x3E58,15960
0x05E3,1507,0xE9AD,59821
0x05E4,1508,0x8F70,36720
0x05E5,1509,0x75FD,30205
0x05E6,1510,0x70CB,28875
0x05E7,1511,0xD6E5,55013
0x05E8,1512,0xE67F,59007
0x05E9,1513,0x084C,2124
0x05EA,1514,0x058D,1421
0x05EB,1515,0x8080,32896
0x05EC,1516,0x2B09,11017
0x05ED,1517,0xE4D7,58583
0x05EE,1518,0xE943,59715
0x05EF,1519,0x4BC3,19395
0x05F0,1520,0x1A4F,6735
0x05F1,1521,0x9018,36888
0x05F2,1522,0xA54B,42315
0x05F3,1523,0x61AD,25005
0x05F4,1524,0xB06D,45165
0x05F5,1525,0xB649,46665
0x05F6,1526,0x3553,13651
0x05F7,1527,0x8C04,35844
0x05F8,1528,0xC941,51521
0x05F9,1529,0xAB32,43826
0x05FA,1530,0x2D2D,11565
0x05FB,1531,0xE952,59730
0x05FC,1532,0x9801,38913
0x05FD,1533,0xB06D,45165
0x05FE,1534,0x7052,28754
0x05FF,1535,0x792C,31020
0x0600,1536,0x874B,34635
0x0601,1537,0x3CD2,15570
0x0602,1538,0x941C,37916
0x0603,1539,0x8A20,35360
0x0604,1540,0xE0A4,57508
0x0605,1541,0xA43D,42045
0x0606,1542,0x6666,26214
0x0607,1543,0xF429,62505
0x0608,1544,0x2CF1,11505
0x0609,1545,0x0CF3,3315
0x060A,1546,0x6F09,28425
0x060B,1547,0xD094,53396
0x060C,1548,0x4114,16660
0x060D,1549,0x42CA,17098
0x060E,1550,0x0BE5,3045
0x060F,1551,0x0066,102
0x0610,1552,0xDB35,56117
0x0611,1553,0x4073,16499
0x0612,1554,0xD77D,55165
0x0613,1555,0xEB05,60165
0x0614,1556,0x5BC2,23490
0x0615,1557,0xE709,59145
0x0616,1558,0xB308,45832
0x0617,1559,0x0D0D,3341
0x0618,1560,0xC639,50745
0x0619,1561,0x5B1F,23327
0x061A,1562,0x582F,22575
0x061B,1563,0xD841,55361
0x061C,1564,0x0AD7,2775
0x061D,1565,0xD88D,55437
0x061E,1566,0x6402,25602
0x061F,1567,0x2103,8451
0x0620,1568,0xA4D3,42195
0x0621,1569,0x05AF,1455
0x0622,1570,0xF294,62100
0x0623,1571,0x82C6,33478
0x0624,1572,0x8989,35209
0x0625,1573,0x5ED6,24278
0x0626,1574,0x7799,30617
0x0627,1575,0xB07C,45180
0x0628,1576,0xAF63,44899
0x0629,1577,0xC972,51570
0x062A,1578,0x4D5C,19804
0x062B,1579,0xC03F,49215
0x062C,1580,0x42F9,17145
0x062D,1581,0xB8DE,47326
0x062E,1582,0x9F35,40757
0x062F,1583,0x2A5D,10845
0x0630,1584,0xB8ED,47341
0x0631,1585,0x2398,9112
0x0632,1586,0xDA07,55815
0x0633,1587,0x930A,37642
0x0634,1588,0xE45F,58463
0x0635,1589,0x7171,29041
0x0636,1590,0x62AE,25262
0x0637,1591,0xD951,55633
0x0638,1592,0xCB70,52080
0x0639,1593,0x3AA3,15011
0x063A,1594,0xAA55,43605
0x063B,1595,0xD962,55650
0x063C,1596,0x82B1,33457
0x063D,1597,0xF6B2,63154
0x063E,1598,0x9977,39287
0x063F,1599,0xE7B2,59314
0x0640,1600,0xDC67,56423
0x0641,1601,0x8B12,35602
0x0642,1602,0x4646,17990
0x0643,1603,0x6BD0,27600
0x0644,1604,0x2DB4,11700
0x0645,1605,0x6CB1,27825
0x0646,1606,0xBA67,47719
0x0647,1607,0xCE64,52836
0x0648,1608,0x1EB4,7860
0x0649,1609,0xE56D,58733
0x064A,1610,0xB0C7,45255
0x064B,1611,0xE98F,59791
0x064C,1612,0x80F7,33015
0x064D,1613,0x08F7,2295
0x064E,1614,0x5995,22933
0x064F,1615,0xD89C,55452
0x0650,1616,0xADCB,44491
0x0651,1617,0xB4A5,46245
0x0652,1618,0xDD99,56729
0x0653,1619,0x8D8D,36237
0x0654,1620,0x0F78,3960
0x0655,1621,0xB975,47477
0x0656,1622,0x913B,37179
0x0657,1623,0xBE50,48720
0x0658,1624,0xE5C7,58823
0x0659,1625,0xC56F,50543
0x065A,1626,0xDAE9,56041
0x065B,1627,0x4EA0,20128
0x065C,1628,0xBD42,48450
0x065D,1629,0xC6B1,50865
0x065E,1630,0xC048,49224
0x065F,1631,0x63AF,25519
0x0660,1632,0xF6F6,63222
0x0661,1633,0x3C87,15495
0x0662,1634,0x2B6F,11119
0x0663,1635,0xA864,43108
0x0664,1636,0x5E7C,24188
0x0665,1637,0x45EF,17903
0x0666,1638,0xECDF,60639
0x0667,1639,0xCE13,52755
0x0668,1640,0x9C41,40001
0x0669,1641,0x4477,17527
0x066A,1642,0x913B,37179
0x066B,1643,0xD836,55350
0x066C,1644,0x2EB7,11959
0x066D,1645,0x17AC,6060
0x066E,1646,0x11CC,4556
0x066F,1647,0xD827,55335
0x0670,1648,0x76FE,30462
0x0671,1649,0xDCDC,56540
0x0672,1650,0x7C4F,31823
0x0673,1651,0x1463,5219
0x0674,1652,0x6BC1,27585
0x0675,1653,0x24AC,9388
0x0676,1654,0x31B9,12729
0x0677,1655,0x3AF6,15094
0x0678,1656,0x6D0B,27915
0x0679,1657,0x91E6,37350
0x067A,1658,0x3B4C,15180
0x067B,1659,0x5C09,23561
0x067C,1660,0x186F,6255
0x067D,1661,0xD6B0,54960
0x067E,1662,0xCF30,53040
0x067F,1663,0xC7B0,51120
0x0680,1664,0x0E2C,3628
0x0681,1665,0x7689,30345
0x0682,1666,0x5566,21862
0x0683,1667,0x6521,25889
0x0684,1668,0xF953,63827
0x0685,1669,0xEBAF,60335
0x0686,1670,0xCD10,52496
