input_hex,input_dec,output_hex,output_dec
0x4203,16899,0xA9FC,43516
0x4204,16900,0xE26A,57962
0x4205,16901,0xA468,42088
0x4206,16902,0x4646,17990
0x4207,16903,0x8CC8,36040
0x4208,16904,0x60DB,24795
0x4209,16905,0x5DA2,23970
0x420A,16906,0xD44D,54349
0x420B,16907,0x4C3B,19515
0x420C,16908,0x5E0B,24075
0x420D,16909,0x2604,9732
0x420E,16910,0x5C7E,23678
0x420F,16911,0x1FD3,8147
0x4210,16912,0xDB06,56070
0x4211,16913,0xFE98,65176
0x4212,16914,0x5EF4,24308
0x4213,16915,0x6886,26758
0x4214,16916,0xF8CB,63691
0x4215,16917,0x4A5B,19035
0x4216,16918,0x8B30,35632
0x4217,16919,0x4141,16705
0x4218,16920,0xE619,58905
0x4219,16921,0xA72F,42799
0x421A,16922,0x6475,25717
0x421B,16923,0x41D8,16856
0x421C,16924,0x6071,24689
0x421D,16925,0x3D68,15720
0x421E,16926,0xF6C5,63173
0x421F,16927,0x34BC,13500
0x4220,16928,0x4756,18262
0x4221,16929,0x45EF,17903
0x4222,16930,0x7A49,31305
0x4223,16931,0xCE13,52755
0x4224,16932,0x7E7E,32382
0x4225,16933,0x439E,17310
0x4226,16934,0xB658,46680
0x4227,16935,0x20EC,8428
0x4228,16936,0xD31F,54047
0x4229,16937,0x32DC,13020
0x422A,16938,0x1EA5,7845
0x422B,16939,0x3AC5,15045
0x422C,16940,0xB9FD,47613
0x422D,16941,0xBB22,47906
0x422E,16942,0x913B,37179
0x422F,16943,0xBBAA,48042
0x4230,16944,0xB41E,46110
0x4231,16945,0x4260,16992
0x4232,16946,0x9F42,40770
0x4233,16947,0xB67A,46714
0x4234,16948,0x76FE,30462
0x4235,16949,0x7979,31097
0x4236,16950,0xC509,50441
0x4237,16951,0xC628,50728
0x4238,16952,0x68E0,26848
0x4239,16953,0xFD9B,64923
0x423A,16954,0xFE01,65025
0x423B,16955,0xD863,55395
0x423C,16956,0xF99F,63903
0x423D,16957,0x6D7C,28028
0x423E,16958,0x149C,5276
0x423F,16959,0x287D,10365
0x4240,16960,0x88CC,35020
0x4241,16961,0x4F83,20355
0x4242,16962,0x6666,26214
0x4243,16963,0xC98D,51597
0x4244,16964,0x97A4,38820
0x4245,16965,0xE853,59475
0x4246,16966,0xE46C,58476
0x4247,16967,0x8A20,35360
0x4248,16968,0xDE8B,56971
0x4249,16969,0x9485,38021
0x424A,16970,0xD2F0,54000
0x424B,16971,0x7A49,31305
0x424C,16972,0xF942,63810
0x424D,16973,0x956A,38250
0x424E,16974,0x65A9,26025
0x424F,16975,0xD76C,55148
0x4250,16976,0x8AEC,35564
0x4251,16977,0x6017,24599
0x4252,16978,0x0F4B,3915
0x4253,16979,0x8C8C,35980
0x4254,16980,0x78A5,30885
0x4255,16981,0x8945,35141
0x4256,16982,0x6EC4,28356
0x4257,16983,0x2266,8806
0x4258,16984,0xAB89,43913
0x4259,16985,0xC99C,51612
0x425A,16986,0xFF99,65433
0x425B,16987,0x0D49,3401
0x425C,16988,0x807F,32895
0x425D,16989,0xA04E,41038
0x425E,16990,0x6622,26146
0x425F,16991,0x9AFC,39676
0x4260,16992,0x8989,35209
0x4261,16993,0x5ED6,24278
0x4262,16994,0x89CD,35277
0x4263,16995,0x3E58,15960
0x4264,16996,0x9B46,39750
0x4265,16997,0xAD07,44295
0x4266,16998,0xB42D,46125
0x4267,16999,0x94B6,38070
0x4268,17000,0x10CD,4301
0x4269,17001,0xB8DE,47326
0x426A,17002,0x88DD,35037
0x426B,17003,0xD937,55607
0x426C,17004,0x390A,14602
0x426D,17005,0x5849,22601
0x426E,17006,0x4D5C,19804
0x426F,17007,0xD926,55590
0x4270,17008,0x3A7E,14974
0x4271,17009,0x5353,21331
0x4272,17010,0x695A,26970
0x4273,17011,0xA8EC,43244
0x4274,17012,0x9DC8,40392
0x4275,17013,0xACDB,44251
0x4276,17014,0xB23A,45626
0x4277,17015,0xD940,55616
0x4278,17016,0x8DBE,36286
0x4279,17017,0x597B,22907
0x427A,17018,0x9911,39185
0x427B,17019,0xE943,59715
0x427C,17020,0xA0E4,41188
0x427D,17021,0xCD54,52564
0x427E,17022,0x8C73,35955
0x427F,17023,0x4AC2,19138
0x4280,17024,0xFDEC,65004
0x4281,17025,0xDB24,56100
0x4282,17026,0x1F2C,7980
0x4283,17027,0xD7F5,55285
0x4284,17028,0xDE8B,56971
0x4285,17029,0x0011,17
0x4286,17030,0xE9AD,59821
0x4287,17031,0xF593,62867
0x4288,17032,0x197F,6527
0x4289,17033,0x3012,12306
0x428A,17034,0x6E80,28288
0x428B,17035,0x0B5E,2910
0x428C,17036,0x0819,2073
0x428D,17037,0x5533,21811
0x428E,17038,0xB2B2,45746
0x428F,17039,0x0642,1602
0x4290,17040,0x5BA4,23460
0x4291,17041,0xC480,50304
0x4292,17042,0x9A12,39442
0x4293,17043,0xF6C5,63173
0x4294,17044,0x30ED,12525
0x4295,17045,0xB51F,46367
0x4296,17046,0x7B1D,31517
0x4297,17047,0xD23C,53820
0x4298,17048,0x7D39,32057
0x4299,17049,0x74B8,29880
0x429A,17050,0xE64C,58956
0x429B,17051,0x97B5,38837
0x429C,17052,0x66FF,26367
0x429D,17053,0x952E,38190
0x429E,17054,0x9ADE,39646
0x429F,17055,0x1010,4112
0x42A0,17056,0x1625,5669
0x42A1,17057,0x0880,2176
0x42A2,17058,0x5F28,24360
0x42A3,17059,0x43BC,17340
0x42A4,17060,0x09E7,2535
0x42A5,17061,0xD1E2,53730
0x42A6,17062,0x82D7,33495
0x42A7,17063,0x9A74,39540
0x42A8,17064,0x4B69,19305
0x42A9,17065,0xF8AD,63661
0x42AA,17066,0x68A4,26788
0x42AB,17067,0x597B,22907
0x42AC,17068,0xA7A7,42919
0x42AD,17069,0x89CD,35277
0x42AE,17070,0xD76C,55148
0x42AF,17071,0x7FE6,32742
0x42B0,17072,0x1908,6408
0x42B1,17073,0xB32A,45866
0x42B2,17074,0x56A9,22185
0x42B3,17075,0x7052,28754
0x42B4,17076,0xD44D,54349
0x42B5,17077,0xB391,45969
0x42B6,17078,0x86A4,34468
0x42B7,17079,0x7C29,31785
0x42B8,17080,0x05AF,1455
0x42B9,17081,0xA5D2,42450
0x42BA,17082,0x5720,22304
0x42BB,17083,0xD3E0,54240
0x42BC,17084,0x8FAD,36781
0x42BD,17085,0x4B4B,19275
0x42BE,17086,0xCAAC,51884
0x42BF,17087,0x4163,16739
0x42C0,17088,0xF953,63827
0x42C1,17089,0xEBAF,60335
0x42C2,17090,0x93B1,37809
0x42C3,17091,0x3A5C,14940
0x42C4,17092,0x73C8,29640
0x42C5,17093,0x3DC2,15810
0x42C6,17094,0x069F,1695
0x42C7,17095,0x0FD2,4050
0x42C8,17096,0x6611,26129
0x42C9,17097,0xFA36,64054
0x42CA,17098,0x3131,12593
0x42CB,17099,0x3FB7,16311
0x42CC,17100,0x579B,22427
0x42CD,17101,0x3928,14632
0x42CE,17102,0xC54D,50509
0x42CF,17103,0x6E3B,28219
0x42D0,17104,0x32DC,13020
0x42D1,17105,0x07AD,1965
0x42D2,17106,0xA497,42135
0x42D3,17107,0xF3B7,62391
0x42D4,17108,0xCA35,51765
0x42D5,17109,0xADE9,44521
0x42D6,17110,0x9BEC,39916
0x42D7,17111,0x97F1,38897
0x42D8,17112,0x6E08,28168
0x42D9,17113,0xA6B7,42679
0x42DA,17114,0x4AC2,19138
0x42DB,17115,0x0606,1542
0x42DC,17116,0x1BC6,7110
0x42DD,17117,0xC1F2,49650
0x42DE,17118,0x7C29,31785
0x42DF,17119,0x0213,531
0x42E0,17120,0x3113,12563
0x42E1,17121,0xFC9A,64666
0x42E2,17122,0x1144,4420
0x42E3,17123,0x04BF,1215
0x42E4,17124,0x7043,28739
0x42E5,17125,0x2E59,11865
0x42E6,17126,0xD296,53910
0x42E7,17127,0xA659,42585
0x42E8,17128,0x2828,10280
0x42E9,17129,0x2CF1,11505
0x42EA,17130,0x4664,18020
0x42EB,17131,0x63FA,25594
0x42EC,17132,0x18C5,6341
0x42ED,17133,0xA50F,42255
0x42EE,17134,0x9B02,39682
0x42EF,17135,0xEAAE,60078
0x42F0,17136,0x32FE,13054
0x42F1,17137,0x6042,24642
0x42F2,17138,0xBACD,47821
0x42F3,17139,0x6DC7,28103
0x42F4,17140,0xD55D,54621
0x42F5,17141,0x99FF,39423
0x42F6,17142,0x9B64,39780
0x42F7,17143,0xDD55,56661
0x42F8,17144,0xC3D2,50130
0x42F9,17145,0x0202,514
0x42FA,17146,0xD64F,54863
0x42FB,17147,0x40C8,16584
0x42FC,17148,0x2F85,12165
0x42FD,17149,0x682C,26668
0x42FE,17150,0x90D4,37076
0x42FF,17151,0xC00C,49164
0x4300,17152,0x59B7,22967
0x4301,17153,0xB487,46215
0x4302,17154,0x77DD,30685
0x4303,17155,0x8866,34918
0x4304,17156,0x59C0,22976
0x4305,17157,0x21CF,8655
0x4306,17158,0xD06B,53355
0x4307,17159,0x1616,5654
0x4308,17160,0xC33C,49980
0x4309,17161,0x820A,33290
0x430A,17162,0x4150,16720
0x430B,17163,0x86B5,34485
0x430C,17164,0x3D86,15750
0x430D,17165,0x43E9,17385
0x430E,17166,0x4073,16499
0x430F,17167,0xFDB9,64953
0x4310,17168,0x841D,33821
0x4311,17169,0xD7C6,55238
0x4312,17170,0x9EE9,40681
0x4313,17171,0x2F7A,12154
0x4314,17172,0xCE46,52806
0x4315,17173,0xA468,42088
0x4316,17174,0xAFAF,44975
0x4317,17175,0xDC98,56472
0x4318,17176,0x0077,119
0x4319,17177,0x748B,29835
0x431A,17178,0x48D1,18641
0x431B,17179,0x55EE,21998
0x431C,17180,0x7C29,31785
0x431D,17181,0x5849,22601
0x431E,17182,0x5F4E,24398
0x431F,17183,0xDCBA,56506
0x4320,17184,0xCD67,52583
0x4321,17185,0xD6F4,55028
0x4322,17186,0x3FB7,16311
0x4323,17187,0xA43D,42045
0x4324,17188,0xE790,59280
0x4325,17189,0x2B2B,11051
0x4326,17190,0x4C2A,19498
0x4327,17191,0x94D0,38096
0x4328,17192,0xE5F4,58868
0x4329,17193,0x6F5C,28508
0x432A,17194,0xA857,43095
0x432B,17195,0x80C4,32964
0x432C,17196,0x52CB,21195
0x432D,17197,0x5C7E,23678
0x432E,17198,0x5B4A,23370
0x432F,17199,0x71DB,29147
0x4330,17200,0x09E7,2535
0x4331,17201,0x73D9,29657
0x4332,17202,0x9458,37976
0x4333,17203,0xABEF,44015
0x4334,17204,0xD6D6,54998
0x4335,17205,0x4730,18224
0x4336,17206,0xCB43,52035
0x4337,17207,0xDC10,56336
0x4338,17208,0x87B4,34740
0x4339,17209,0xD70A,55050
0x433A,17210,0x13CE,5070
0x433B,17211,0xDC23,56355
0x433C,17212,0x1F0E,7950
0x433D,17213,0xD61A,54810
0x433E,17214,0x81D4,33236
0x433F,17215,0xDC32,56370
0x4340,17216,0x5533,21811
0x4341,17217,0x5F7D,24445
0x4342,17218,0x8DC9,36297
0x4343,17219,0xBBBB,48059
0x4344,17220,0xFABE,64190
0x4345,17221,0xF690,63120
0x4346,17222,0xA2F7,41719
0x4347,17223,0xDDCC,56780
0x4348,17224,0x8EAC,36524
0x4349,17225,0x7F2A,32554
0x434A,17226,0x492F,18735
0x434B,17227,0xDDFF,56831
0x434C,17228,0x1BE4,7140
0x434D,17229,0xF32E,62254
0x434E,17230,0xF54E,62798
0x434F,17231,0xDDEE,56814
0x4350,17232,0xD66D,54893
0x4351,17233,0xDE12,56850
0x4352,17234,0xC8C8,51400
0x4353,17235,0x9845,38981
0x4354,17236,0x8EBD,36541
0x4355,17237,0x917F,37247
0x4356,17238,0xF285,62085
0x4357,17239,0x2174,8564
0x4358,17240,0x0451,1105
0x4359,17241,0x29A1,10657
0x435A,17242,0xA8EC,43244
0x435B,17243,0xF73B,63291
0x435C,17244,0x88CC,35020
0x435D,17245,0x8778,34680
0x435E,17246,0xFE98,65176
0x435F,17247,0x5D7F,23935
0x4360,17248,0xCBDA,52186
0x4361,17249,0x2525,9509
0x4362,17250,0x1C7A,7290
0x4363,17251,0xDD55,56661
0x4364,17252,0xA70D,42765
0x4365,17253,0x5D4C,23884
0x4366,17254,0xCF12,53010
0x4367,17255,0xDD44,56644
0x4368,17256,0x3B08,15112
0x4369,17257,0x5D7F,23935
0x436A,17258,0x9D73,40307
0x436B,17259,0xEFBA,61370
0x436C,17260,0x7C5E,31838
0x436D,17261,0x5D6E,23918
0x436E,17262,0x2DD2,11730
0x436F,17263,0xDD66,56678
0x4370,17264,0xE2E2,58082
0x4371,17265,0x1BC6,7110
0x4372,17266,0x3CE1,15585
0x4373,17267,0x8AEC,35564
0x4374,17268,0xC12F,49455
0x4375,17269,0x2673,9843
0x4376,17270,0x148D,5261
0x4377,17271,0x01BA,442
0x4378,17272,0x0DE3,3555
0x4379,17273,0x31FD,12797
0x437A,17274,0x52F8,21240
0x437B,17275,0x9889,39049
0x437C,17276,0xD61A,54810
0x437D,17277,0x937D,37757
0x437E,17278,0xA921,43297
0x437F,17279,0x1EE1,7905
0x4380,17280,0x8877,34935
0x4381,17281,0x7BF3,31731
0x4382,17282,0xCE46,52806
0x4383,17283,0x7EE7,32487
0x4384,17284,0xEE00,60928
0x4385,17285,0x3065,12389
0x4386,17286,0x4985,18821
0x4387,17287,0x2AF7,10999
0x4388,17288,0x0E2C,3628
0x4389,17289,0xC20E,49678
0x438A,17290,0xE7B2,59314
0x438B,17291,0x5243,21059
0x438C,17292,0x2AE6,10982
0x438D,17293,0xD591,54673
0x438E,17294,0x508D,20621
0x438F,17295,0x2121,8481
0x4390,17296,0x7F3B,32571
0x4391,17297,0x18E7,6375
0x4392,17298,0x4D7E,19838
0x4393,17299,0xF7B3,63411
0x4394,17300,0x07AD,1965
0x4395,17301,0x6622,26146
0x4396,17302,0x9EBC,40636
0x4397,17303,0xCDAB,52651
0x4398,17304,0xC25B,49755
0x4399,17305,0x41AF,16815
0x439A,17306,0x47CF,18383
0x439B,17307,0x17BD,6077
0x439C,17308,0x87A5,34725
0x439D,17309,0x24BD,9405
0x439E,17310,0x9E9E,40606
0x439F,17311,0x7A6B,31339
0x43A0,17312,0x2057,8279
0x43A1,17313,0xC9FA,51706
0x43A2,17314,0xFC03,64515
0x43A3,17315,0xCC88,52360
0x43A4,17316,0x492F,18735
0x43A5,17317,0x9328,37672
0x43A6,17318,0x7601,30209
0x43A7,17319,0x297C,10620
0x43A8,17320,0xAD07,44295
0x43A9,17321,0x9D73,40307
0x43AA,17322,0x6071,24689
0x43AB,17323,0x92A1,37537
0x43AC,17324,0x1E5A,7770
0x43AD,17325,0x6E6E,28270
0x43AE,17326,0x794A,31050
0x43AF,17327,0x3021,12321
0x43B0,17328,0xF294,62100
0x43B1,17329,0x7106,28934
0x43B2,17330,0x12CF,4815
0x43B3,17331,0x12ED,4845
0x43B4,17332,0x07BC,1980
0x43B5,17333,0xCAAC,51884
0x43B6,17334,0x9E34,40500
0x43B7,17335,0x17F9,6137
0x43B8,17336,0x01EF,495
0x43B9,17337,0x16BC,5820
0x43BA,17338,0x9E07,40455
0x43BB,17339,0x780F,30735
0x43BC,17340,0x9696,38550
0x43BD,17341,0x1F5B,8027
0x43BE,17342,0x9E16,40470
0x43BF,17343,0xCB07,51975
0x43C0,17344,0x49F2,18930
0x43C1,17345,0xCA9F,51871
0x43C2,17346,0xD0B6,53430
0x43C3,17347,0x5BB5,23477
0x43C4,17348,0xBF40,48960
0x43C5,17349,0xE8CA,59594
0x43C6,17350,0x9FE8,40936
0x43C7,17351,0xC0F3,49395
0x43C8,17352,0xD8BE,55486
0x43C9,17353,0xAEBF,44735
0x43CA,17354,0x9FDB,40923
0x43CB,17355,0x7F7F,32639
0x43CC,17356,0xE10F,57615
0x43CD,17357,0x7F19,32537
0x43CE,17358,0x9FCA,40906
0x43CF,17359,0x7F3B,32571
0x43D0,17360,0xBC16,48150
0x43D1,17361,0x43CB,17355
0x43D2,17362,0x9A74,39540
0x43D3,17363,0x4B87,19335
0x43D4,17364,0x290B,10507
0x43D5,17365,0x4DB2,19890
0x43D6,17366,0x4370,17264
0x43D7,17367,0x69E1,27105
0x43D8,17368,0x63D8,25560
0x43D9,17369,0xC20E,49678
0x43DA,17370,0xB7B7,47031
0x43DB,17371,0x972C,38700
0x43DC,17372,0x0330,816
0x43DD,17373,0x684A,26698
0x43DE,17374,0x0DE3,3555
0x43DF,17375,0x0F5A,3930
0x43E0,17376,0x2543,9539
0x43E1,17377,0xD836,55350
0x43E2,17378,0x9F71,40817
0x43E3,17379,0x2471,9329
0x43E4,17380,0x1F68,8040
0x43E5,17381,0xE98F,59791
0x43E6,17382,0x9F60,40800
0x43E7,17383,0x52E9,21225
0x43E8,17384,0x9786,38790
0x43E9,17385,0x7272,29298
0x43EA,17386,0x482E,18478
0x43EB,17387,0x36D8,14040
0x43EC,17388,0x1F4A,8010
0x43ED,17389,0xFB26,64294
0x43EE,17390,0x9F42,40770
0x43EF,17391,0xC65F,50783
0x43F0,17392,0x9018,36888
0x43F1,17393,0xC4A2,50338
0x43F2,17394,0x6B3E,27454
0x43F3,17395,0x0123,291
0x43F4,17396,0xBB22,47906
0x43F5,17397,0x6789,26505
0x43F6,17398,0x493E,18750
0x43F7,17399,0x3BC4,15300
0x43F8,17400,0xAEAE,44718
0x43F9,17401,0x15C8,5576
0x43FA,17402,0xF31D,62237
0x43FB,17403,0x4C2A,19498
0x43FC,17404,0xEBC9,60361
0x43FD,17405,0x43E9,17385
0x43FE,17406,0xED21,60705
0x43FF,17407,0x9ADE,39646
0x4400,17408,0x4545,17733
0x4401,17409,0xC3E1,50145
0x4402,17410,0x8109,33033
0x4403,17411,0xF89E,63646
0x4404,17412,0x0B1A,2842
0x4405,17413,0x17BD,6077
0x4406,17414,0xB42D,46125
0x4407,17415,0x7F3B,32571
0x4408,17416,0xEAC8,60104
0x4409,17417,0xE680,59008
0x440A,17418,0x0A5F,2655
0x440B,17419,0x35DB,13787
0x440C,17420,0x29E5,10725
0x440D,17421,0xB694,46740
0x440E,17422,0x5B1F,23327
0x440F,17423,0xD629,54825
0x4410,17424,0x0145,325
0x4411,17425,0x1B1B,6939
0x4412,17426,0x5EC7,24263
0x4413,17427,0xC57E,50558
0x4414,17428,0x2772,10098
0x4415,17429,0xF924,63780
0x4416,17430,0xC3D2,50130
0x4417,17431,0x65FC,26108
0x4418,17432,0xCD01,52481
0x4419,17433,0x96D2,38610
0x441A,17434,0xE9AD,59821
0x441B,17435,0x1346,4934
0x441C,17436,0x159D,5533
0x441D,17437,0x7340,29504
0x441E,17438,0x0CF3,3315
0x441F,17439,0xD33D,54077
0x4420,17440,0xAE26,44582
0x4421,17441,0xBF8C,49036
0x4422,17442,0xE7E7,59367
0x4423,17443,0xE76F,59247
0x4424,17444,0x497A,18810
0x4425,17445,0x578A,22410
0x4426,17446,0x69B4,27060
0x4427,17447,0x89DC,35292
0x4428,17448,0xBDE8,48616
0x4429,17449,0xD30E,54030
0x442A,17450,0x709E,28830
0x442B,17451,0xDD44,56644
0x442C,17452,0x873C,34620
0x442D,17453,0x5CA3,23715
0x442E,17454,0x3704,14084
0x442F,17455,0xDD55,56661
0x4430,17456,0x059C,1436
0x4431,17457,0x6CE4,27876
0x4432,17458,0x0E79,3705
0x4433,17459,0x6D6D,28013
0x4434,17460,0xEFAB,61355
0x4435,17461,0xD8EB,55531
0x4436,17462,0xDA70,55920
0x4437,17463,0xFC12,64530
0x4438,17464,0x0EE0,3808
0x4439,17465,0xD07A,53370
0x443A,17466,0xF492,62610
0x443B,17467,0xC07B,49275
0x443C,17468,0x0BF4,3060
0x443D,17469,0xB290,45712
0x443E,17470,0x81F6,33270
0x443F,17471,0x2BB2,11186
0x4440,17472,0xA0B1,41137
0x4441,17473,0x2277,8823
0x4442,17474,0xA497,42135
0x4443,17475,0xBEFA,48890
0x4444,17476,0x0000,0
0x4445,17477,0x028A,650
0x4446,17478,0x280A,10250
0x4447,17479,0x7FB3,32691
0x4448,17480,0x492F,18735
0x4449,17481,0xCD45,52549
0x444A,17482,0x60DB,24795
0x444B,17483,0x817E,33150
0x444C,17484,0xA028,41000
0x444D,17485,0x0C3F,3135
0x444E,17486,0x08A2,2210
0x444F,17487,0xC02E,49198
0x4450,17488,0x89DC,35292
0x4451,17489,0x0110,272
0x4452,17490,0x4567,17767
0x4453,17491,0x5F39,24377
0x4454,17492,0x28A0,10400
0x4455,17493,0x5252,21074
0x4456,17494,0x187E,6270
0x4457,17495,0xF179,61817
0x4458,17496,0xFBEA,64490
0x4459,17497,0x9F53,40787
0x445A,17498,0x02FD,765
0x445B,17499,0xC07B,49275
0x445C,17500,0xFD9B,64923
0x445D,17501,0xD1F3,53747
0x445E,17502,0x806E,32878
0x445F,17503,0xEF45,61253
0x4460,17504,0x94F2,38130
0x4461,17505,0xC7D6,51158
0x4462,17506,0xE2F3,58099
0x4463,17507,0x61CB,25035
0x4464,17508,0x80A2,32930
0x4465,17509,0x3CA5,15525
0x4466,17510,0x0707,1799
0x4467,17511,0x8B65,35685
0x4468,17512,0xC279,49785
0x4469,17513,0x0FF0,4080
0x446A,17514,0x91A2,37282
0x446B,17515,0xC0B7,49335
0x446C,17516,0x2288,8840
0x446D,17517,0x5720,22304
0x446E,17518,0xE538,58680
0x446F,17519,0xC0A6,49318
0x4470,17520,0x3517,13591
0x4471,17521,0xF13D,61757
0x4472,17522,0x6DC7,28103
0x4473,17523,0x0BB0,2992
0x4474,17524,0xFB37,64311
0x4475,17525,0xAA11,43537
0x4476,17526,0x4C91,19601
0x4477,17527,0xE7E7,59367
0x4478,17528,0x05FA,1530
0x4479,17529,0x7DA0,32160
0x447A,17530,0xEF01,61185
0x447B,17531,0xC0F3,49395
0x447C,17532,0x00EE,238
0x447D,17533,0x7D28,32040
0x447E,17534,0xCD01,52481
0x447F,17535,0xFF44,65348
0x4480,17536,0x0321,801
0x4481,17537,0x5B3D,23357
0x4482,17538,0x3065,12389
0x4483,17539,0x9988,39304
0x4484,17540,0x92F4,37620
0x4485,17541,0x50BE,20670
0x4486,17542,0x6E7F,28287
0x4487,17543,0x07F8,2040
0x4488,17544,0xCFCF,53199
0x4489,17545,0xB73F,46911
0x448A,17546,0xCEDF,52959
0x448B,17547,0x6006,24582
0x448C,17548,0x8F9E,36766
0x448D,17549,0x56FC,22268
0x448E,17550,0xFB62,64354
0x448F,17551,0x13FD,5117
0x4490,17552,0xD71B,55067
0x4491,17553,0x1DC0,7616
0x4492,17554,0xBBAA,48042
0x4493,17555,0xA50F,42255
0x4494,17556,0xD45C,54364
0x4495,17557,0x6F5C,28508
0x4496,17558,0x7788,30600
0x4497,17559,0xF186,61830
0x4498,17560,0x384F,14415
0x4499,17561,0x9191,37265
0x449A,17562,0xBA89,47753
0x449B,17563,0xFAD8,64216
0x449C,17564,0xB71D,46877
0x449D,17565,0x3BD5,15317
0x449E,17566,0x3322,13090
0x449F,17567,0x0D6B,3435
0x44A0,17568,0xD287,53895
0x44A1,17569,0x0918,2328
0x44A2,17570,0x9FDB,40923
0x44A3,17571,0x1AD6,6870
0x44A4,17572,0x0DB6,3510
0x44A5,17573,0x12ED,4845
0x44A6,17574,0xB1D7,45527
0x44A7,17575,0x1E5A,7770
0x44A8,17576,0x73C8,29640
0x44A9,17577,0x8CEA,36074
0x44AA,17578,0x2525,9509
0x44AB,17579,0x1054,4180
0x44AC,17580,0x8B12,35602
0x44AD,17581,0x7403,29699
0x44AE,17582,0xB70C,46860
0x44AF,17583,0x43E9,17385
0x44B0,17584,0x2F6B,12139
0x44B1,17585,0x973D,38717
0x44B2,17586,0xB22B,45611
0x44B3,17587,0x0FE1,4065
0x44B4,17588,0x17E8,6120
0x44B5,17589,0x3D79,15737
0x44B6,17590,0x6521,25889
0x44B7,17591,0xB6D0,46800
0x44B8,17592,0xE925,59685
0x44B9,17593,0xDA61,55905
0x44BA,17594,0xBC07,48135
0x44BB,17595,0x2D2D,11565
0x44BC,17596,0xBC07,48135
0x44BD,17597,0xE0D3,57555
0x44BE,17598,0xAD07,44295
0x44BF,17599,0xC6D7,50903
0x44C0,17600,0x685B,26715
0x44C1,17601,0x1A6D,6765
0x44C2,17602,0xEDFC,60924
0x44C3,17603,0x2DD2,11730
0x44C4,17604,0x028A,650
0x44C5,17605,0x0231,561
0x44C6,17606,0x6E3B,28219
0x44C7,17607,0x1661,5729
0x44C8,17608,0xCB16,51990
0x44C9,17609,0x9CC9,40137
0x44CA,17610,0xF5C6,62918
0x44CB,17611,0x39D7,14807
0x44CC,17612,0x1C1C,7196
0x44CD,17613,0x0321,801
0x44CE,17614,0x27C9,10185
0x44CF,17615,0xC20E,49678
0x44D0,17616,0x5E1A,24090
0x44D1,17617,0xCDAB,52651
0x44D2,17618,0x708F,28815
0x44D3,17619,0xC279,49785
0x44D4,17620,0xC3F0,50160
0x44D5,17621,0x8B65,35685
0x44D6,17622,0x0088,136
0x44D7,17623,0x9E34,40500
0x44D8,17624,0xD872,55410
0x44D9,17625,0x4253,16979
0x44DA,17626,0x3425,13349
0x44DB,17627,0xB784,46980
0x44DC,17628,0x9449,37961
0x44DD,17629,0x9F9F,40863
0x44DE,17630,0x468A,18058
0x44DF,17631,0xCABD,51901
0x44E0,17632,0x5F1B,24347
0x44E1,17633,0xCE31,52785
0x44E2,17634,0x8DBE,36286
0x44E3,17635,0xA3E7,41959
0x44E4,17636,0x8A20,35360
0x44E5,17637,0x0426,1062
0x44E6,17638,0xF249,62025
0x44E7,17639,0x4985,18821
0x44E8,17640,0x1D84,7556
0x44E9,17641,0x7667,30311
0x44EA,17642,0x61DA,25050
0x44EB,17643,0x9BCE,39886
0x44EC,17644,0x94E3,38115
0x44ED,17645,0x192A,6442
0x44EE,17646,0x6363,25443
0x44EF,17647,0x8C62,35938
0x44F0,17648,0x19E6,6630
0x44F1,17649,0x42F9,17145
0x44F2,17650,0x6226,25126
0x44F3,17651,0x6655,26197
0x44F4,17652,0x02EC,748
0x44F5,17653,0x9933,39219
0x44F6,17654,0x4A2C,18988
0x44F7,17655,0xFA41,64065
0x44F8,17656,0x02DF,735
0x44F9,17657,0xB685,46725
0x44FA,17658,0xAF05,44805
0x44FB,17659,0xA785,42885
0x44FC,17660,0x9C05,39941
0x44FD,17661,0x8ECA,36554
0x44FE,17662,0x8D05,36101
0x44FF,17663,0x4C4C,19532
0x4500,17664,0xE1C3,57795
0x4501,17665,0x4949,18761
0x4502,17666,0x79B5,31157
0x4503,17667,0xA129,41257
0x4504,17668,0x9DC8,40392
0x4505,17669,0x11FF,4607
0x4506,17670,0xB16C,45420
0x4507,17671,0xB32A,45866
0x4508,17672,0x63FA,25594
0x4509,17673,0x5D80,23936
0x450A,17674,0x0312,786
0x450B,17675,0xB41E,46110
0x450C,17676,0x1B5F,7007
0x450D,17677,0x4B78,19320
0x450E,17678,0x9C63,40035
0x450F,17679,0x2D0F,11535
0x4510,17680,0x6C6C,27756
0x4511,17681,0x4004,16388
0x4512,17682,0x0077,119
0x4513,17683,0xAF36,44854
0x4514,17684,0x1100,4352
0x4515,17685,0x0D58,3416
0x4516,17686,0xEAD9,60121
0x4517,17687,0x00EE,238
0x4518,17688,0x4E6C,20076
0x4519,17689,0x80E6,32998
0x451A,17690,0x379D,14237
0x451B,17691,0xC52B,50475
0x451C,17692,0x7DE4,32228
0x451D,17693,0x4D5C,19804
0x451E,17694,0x853E,34110
0x451F,17695,0xB748,46920
0x4520,17696,0xE02C,57388
0x4521,17697,0x4037,16439
0x4522,17698,0x6FE7,28647
0x4523,17699,0x3A3A,14906
0x4524,17700,0x5674,22132
0x4525,17701,0xEA26,59942
0x4526,17702,0x3267,12903
0x4527,17703,0x18F6,6390
0x4528,17704,0x5B86,23430
